team,player,touches_for,touches_opp_box_for,passes_attempted_for,passes_completed_for,open_play_passes_for,passes_forward_for,passes_backward_for,passes_sideways_for,passes_opp_half_for,passes_own_half_for,crosses_attempted_for,crosses_completed_for,crosses_all_for,crosses_all_completed_for,long_passes_attempted_for,long_passes_completed_for,through_balls_for,passes_final_third_for,passes_final_third_completed_for,passes_from_final_third_for,passes_into_final_third_for,progressive_passes_for,passes_outside_own_third_for,corners_for,chances_created_for,assists_for,shots_for,shots_on_target_for,shots_off_target_for,shots_blocked_for,shots_in_box_for,shots_outside_box_for,shots_on_target_in_box_for,shots_on_target_outside_box_for,goals_for,goals_in_box_for,goals_outside_box_for,goals_from_shots_for,own_goals_for,own_goals_in_box_for,own_goals_outside_box_for,take_ons_for,take_ons_won_for,aerials_for,aerials_won_for,ground_duels_for,ground_duels_won_for,duels_contested_for,duels_won_for,smothers_for,tackles_for,interceptions_for,clearances_for,ball_recoveries_for,blocked_passes_for,pressing_actions_for,recovery_actions_for,pressing_actions_outside_own_third_for,missed_tackles_for,fouls_committed_for,fouls_won_for,possession_lost_for,sequences_for,sequence_passes_for,sequence_seconds_for,sequence_progress_m_for,sequence_length_m_for,sequence_start_x_m_for,build_up_attacks_for,direct_attacks_for,high_turnovers_for,high_turnover_shots_for,sequence_pressed_for,shot_ending_sequences_for,minutes,appearances,pass_accuracy_pct_for,cross_accuracy_pct_for,long_pass_accuracy_pct_for,shooting_accuracy_pct_for,cross_accuracy_all_pct_for,final_third_pass_accuracy_pct_for,conversion_pct_for,shot_conversion_pct_for,take_on_success_pct_for,aerial_success_pct_for,ground_duel_success_pct_for,duel_success_pct_for
Crystal Palace,Evann Guessand,27,0,15,14,15,3,3,9,12,2,1,0,1,0,0,0,0,7,6,7,0,2,8,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,7,1,8,1,0,1,0,1,0,1,5,1,5,1,2,0,6,5.0,8.0,17.0,27.089999999999996,125.68704599114272,306.075,0.0,0.0,0.0,0.0,0.0,0.0,68.0,2,93.33,0.0,,100.0,0.0,85.71,0.0,0.0,0.0,0.0,14.29,12.5
Crystal Palace,Honest Ahanor,77,2,54,47,49,29,9,16,15,32,1,0,1,0,5,1,0,7,5,4,2,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,7,13,9,0,2,1,8,4,1,7,12,2,1,2,5,9,18.0,61.0,176.0,247.485,1065.9192088918833,704.97,0.0,0.0,1.0,0.0,5.0,2.0,95.0,1,87.04,0.0,20.0,,0.0,71.43,,,,66.67,70.0,69.23
Crystal Palace,Ismaïla Sarr,2,0,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,100.0,,,,,100.0,,,,,,
Crystal Palace,Jaydee Canvot,288,2,235,209,228,134,45,56,59,150,1,1,1,1,22,11,1,36,27,19,13,20,216,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,9,5,18,9,27,14,0,8,6,16,11,2,22,27,10,4,2,1,33,53.0,194.0,499.0,492.555,2791.482887713619,2072.5950000000003,1.0,0.0,0.0,0.0,12.0,2.0,379.0,4,88.94,100.0,50.0,,100.0,75.0,0.0,0.0,0.0,55.56,50.0,51.85
Crystal Palace,Jean-Philippe Mateta,21,2,12,9,12,2,0,10,5,4,0,0,0,0,0,0,0,8,5,8,0,1,4,0,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,2,8,3,0,2,0,1,2,0,4,3,3,0,2,0,6,4.0,9.0,26.0,-18.69,114.28202679776099,197.085,0.0,0.0,0.0,0.0,1.0,0.0,62.0,1,75.0,,,0.0,,62.5,0.0,0.0,,33.33,40.0,37.5
Crystal Palace,Jefferson Lerma,37,2,20,17,19,14,0,6,5,12,0,0,0,0,4,3,0,4,2,1,1,2,19,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,9,5,7,4,16,9,0,2,1,5,3,0,6,8,5,1,2,1,3,14.0,35.0,82.0,154.03500000000003,489.9385233221713,714.3149999999999,0.0,0.0,1.0,0.0,3.0,3.0,60.0,2,85.0,,75.0,0.0,,50.0,0.0,0.0,100.0,55.56,57.14,56.25
Crystal Palace,Jørgen Strand Larsen,103,8,52,38,51,14,17,21,25,13,0,0,0,0,2,1,0,17,13,16,1,4,36,0,2,2,6,4,1,1,4,2,2,2,1,1,0,1,0,0,0,4,2,20,10,22,7,42,17,0,2,0,4,5,0,6,9,5,0,4,3,39,17.0,36.0,84.0,152.25000000000003,524.4389928520153,908.88,0.0,0.0,1.0,0.0,3.0,1.0,310.0,5,73.08,,50.0,80.0,,76.47,16.67,16.67,50.0,50.0,31.82,40.48
Crystal Palace,Quinten Timber,149,6,95,74,93,41,24,30,33,41,2,0,2,0,9,4,0,39,27,27,8,13,68,0,2,2,5,1,3,1,3,2,1,0,0,0,0,0,0,0,0,5,3,5,1,30,20,35,21,0,11,2,3,10,1,19,13,14,1,4,6,31,30.0,74.0,186.0,284.025,1097.0631556095514,1547.385,0.0,1.0,6.0,1.0,4.0,1.0,261.0,3,77.89,0.0,44.44,25.0,0.0,69.23,0.0,0.0,60.0,20.0,66.67,60.0
Crystal Palace,Takehiro Tomiyasu,142,4,107,93,100,49,15,43,34,59,4,0,4,0,8,3,0,25,22,11,12,15,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,6,4,20,8,0,2,5,9,7,2,11,16,5,0,2,2,16,31.0,120.0,313.0,422.31000000000006,1699.5473474108137,1196.2649999999999,0.0,0.0,1.0,0.0,8.0,0.0,202.0,4,86.92,0.0,37.5,,0.0,88.0,,,,28.57,66.67,40.0
Crystal Palace,Tyrick Mitchell,261,13,145,110,143,49,39,57,57,53,11,1,11,1,9,1,1,47,34,45,5,7,100,0,5,2,5,2,2,1,4,1,2,0,2,2,0,2,0,0,0,4,2,6,3,27,13,33,16,0,11,2,14,23,7,27,37,12,4,3,0,50,83.0,277.0,690.0,226.48499999999996,4056.7554918381693,4154.955,0.0,0.0,3.0,1.0,14.0,6.0,434.0,5,75.86,9.09,11.11,50.0,9.09,72.34,40.0,40.0,50.0,50.0,48.15,48.48
Crystal Palace,Walter Benítez,70,0,53,33,37,43,0,10,0,33,0,0,0,0,31,11,0,10,2,0,2,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,20,24.0,45.0,158.0,669.9000000000001,888.674657682052,216.72,1.0,1.0,0.0,0.0,5.0,1.0,188.0,2,62.26,,35.48,,,20.0,,,,100.0,,100.0
Crystal Palace,Will Hughes,22,0,11,8,11,5,2,4,6,2,2,1,2,1,0,0,0,6,5,6,0,2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,0,1,0,3,3,1,2,6,1,0,0,0,5,10.0,27.0,60.0,36.855000000000004,355.01598584707176,592.9350000000001,0.0,0.0,2.0,0.0,2.0,0.0,40.0,2,72.73,50.0,,,50.0,83.33,,,0.0,,50.0,50.0
Crystal Palace,Yéremy Pino,202,9,132,103,129,49,36,47,58,45,8,2,17,3,7,4,5,44,28,40,5,16,92,6,5,4,6,1,4,1,2,4,0,1,0,0,0,0,0,0,0,7,2,6,2,27,14,33,16,0,5,1,3,16,4,16,19,11,1,5,7,47,46.0,101.0,211.0,113.61000000000001,1282.3752866974316,2822.4,1.0,0.0,3.0,0.0,8.0,5.0,314.0,5,78.03,25.0,57.14,20.0,17.65,63.64,0.0,0.0,28.57,33.33,51.85,48.48
Crystal Palace,Zavier Gozo,14,0,5,4,5,1,0,4,2,2,1,0,1,0,0,0,0,1,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,8,1,10,1,0,1,0,0,0,1,5,0,5,2,1,0,7,2.0,0.0,0.0,0.0,0.0,123.79500000000002,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2,80.0,0.0,,,0.0,100.0,,,0.0,0.0,12.5,10.0
Crystal Palace,Óscar Mingueza,14,0,5,3,5,1,1,3,2,1,0,0,0,0,2,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,5,2,0,2,0,0,1,1,5,1,2,1,1,0,3,6.0,14.0,31.0,33.17999999999999,149.37355407319612,253.78499999999997,0.0,0.0,0.0,0.0,3.0,0.0,27.0,2,60.0,,0.0,,,0.0,,,,0.0,50.0,40.0
Everton,Ainsley Maitland-Niles,106,0,67,59,67,23,20,24,24,35,4,1,4,1,4,3,0,20,14,21,1,7,46,0,3,2,2,1,1,0,0,2,0,1,1,0,1,1,0,0,0,4,3,4,1,13,9,17,10,0,5,1,6,7,0,8,13,4,2,0,1,11,31.0,137.0,343.0,166.215,1952.8348018333193,1870.155,0.0,0.0,2.0,1.0,2.0,4.0,184.0,3,88.06,25.0,75.0,50.0,25.0,70.0,50.0,50.0,75.0,25.0,69.23,58.82
Everton,Beto,14,1,6,4,6,1,2,3,1,3,1,0,1,0,0,0,0,2,1,2,0,0,4,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,6,1,0,0,0,0,0,1,1,0,1,0,0,0,4,2.0,9.0,22.0,34.65,111.29818228285323,111.3,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2,66.67,0.0,,0.0,0.0,50.0,0.0,0.0,,20.0,0.0,16.67
Everton,Brennan Johnson,97,8,49,34,49,10,18,21,21,13,7,2,7,2,3,2,0,16,9,17,0,3,32,0,4,3,4,0,3,1,4,0,0,0,0,0,0,0,0,0,0,2,1,4,1,19,9,23,10,0,7,3,6,11,4,20,17,14,1,5,1,22,25.0,86.0,253.0,280.35,1300.6580407080587,1352.295,1.0,0.0,3.0,1.0,4.0,1.0,251.0,5,69.39,28.57,66.67,0.0,28.57,56.25,0.0,0.0,50.0,25.0,47.37,43.48
Everton,Charly Alcaraz,9,4,5,3,5,2,1,2,3,0,0,0,0,0,2,0,0,5,3,4,0,1,1,0,0,0,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,1,5,1,0,1,0,0,2,0,3,2,3,1,1,0,3,1.0,2.0,6.0,-4.095000000000006,20.45563922987006,93.66,0.0,0.0,1.0,1.0,0.0,1.0,12.0,2,60.0,,0.0,50.0,,60.0,0.0,0.0,0.0,0.0,25.0,20.0
Everton,Harrison Armstrong,218,6,155,138,155,46,49,60,78,60,1,0,1,0,5,2,1,49,41,47,7,12,108,0,4,4,4,0,3,1,2,2,0,0,0,0,0,0,0,0,0,7,2,8,2,32,12,40,14,0,8,4,6,19,4,27,25,21,2,9,2,36,40.0,92.0,203.0,282.23999999999995,1244.7574774193263,2084.775,0.0,1.0,5.0,3.0,8.0,7.0,470.0,5,89.03,0.0,40.0,0.0,0.0,83.67,0.0,0.0,28.57,25.0,37.5,35.0
Everton,Hayden Hackney,117,8,81,73,79,40,14,27,37,36,1,0,6,1,5,2,0,27,22,21,7,15,60,4,4,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,5,0,1,0,18,6,19,6,0,3,2,2,5,3,14,7,11,4,2,3,17,22.0,55.0,143.0,198.34500000000003,891.1142068584319,1400.7,1.0,1.0,0.0,0.0,5.0,6.0,160.0,5,90.12,0.0,40.0,0.0,16.67,81.48,0.0,0.0,0.0,0.0,33.33,31.58
Everton,Iliman Ndiaye,121,10,76,69,76,23,19,34,42,27,2,1,2,1,1,1,0,38,33,33,7,11,43,0,4,1,4,3,1,0,2,2,2,1,0,0,0,0,0,0,0,8,2,3,1,21,8,24,9,0,5,2,3,15,3,12,18,7,0,2,1,24,28.0,62.0,182.0,486.57000000000005,988.4874998166937,1274.385,0.0,2.0,0.0,0.0,5.0,4.0,191.0,2,90.79,50.0,100.0,75.0,50.0,86.84,0.0,0.0,25.0,33.33,38.1,37.5
Everton,Jack Grealish,95,9,76,65,76,20,23,33,57,8,2,0,2,0,2,1,0,43,34,43,3,10,33,0,6,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,15,8,15,8,0,2,0,2,8,0,5,10,2,2,1,5,15,7.0,29.0,76.0,-34.86,315.95521687454186,418.95,0.0,0.0,0.0,0.0,0.0,0.0,138.0,3,85.53,0.0,50.0,,0.0,79.07,0.0,0.0,25.0,,53.33,53.33
Everton,Jake O'Brien,6,0,3,2,3,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,1,4.0,8.0,32.0,-6.090000000000008,105.094851919604,98.17500000000001,0.0,0.0,0.0,0.0,3.0,0.0,27.0,2,66.67,,0.0,,,,,,,,,
Everton,James Garner,244,1,189,171,185,68,43,78,91,80,3,0,13,2,10,3,1,50,43,40,12,21,149,8,4,3,3,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,26,16,28,16,0,11,3,5,25,4,27,30,17,5,4,5,24,57.0,130.0,325.0,220.18499999999997,1796.1607978657694,3350.2349999999997,0.0,0.0,5.0,2.0,8.0,9.0,347.0,5,90.48,0.0,30.0,100.0,15.38,86.0,0.0,0.0,,0.0,61.54,57.14
Everton,James Tarkowski,305,5,231,193,198,117,32,82,49,144,1,0,1,0,31,11,0,53,32,11,23,23,220,0,1,0,4,1,3,0,3,1,1,0,1,1,0,1,0,0,0,1,0,26,20,21,19,47,39,0,11,14,23,18,2,28,41,12,0,1,8,41,91.0,351.0,937.0,1203.1950000000002,5126.166209868956,2826.075,0.0,2.0,3.0,0.0,16.0,5.0,478.0,5,83.55,0.0,35.48,25.0,0.0,60.38,25.0,25.0,0.0,76.92,90.48,82.98
Everton,Jarrad Branthwaite,304,6,228,193,215,111,47,70,31,162,0,0,0,0,33,14,1,37,16,7,14,24,221,0,0,0,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,19,13,14,8,33,21,0,5,7,31,14,4,20,45,6,1,3,3,38,67.0,221.0,602.0,996.8700000000001,3335.9911968155257,2645.055,2.0,3.0,2.0,0.0,15.0,7.0,478.0,5,84.65,,42.42,100.0,,43.24,0.0,0.0,0.0,68.42,57.14,63.64
Everton,Jordan Pickford,258,0,202,127,166,174,0,28,0,127,0,0,0,0,103,30,0,45,7,0,7,1,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,5,6,6,0,0,0,2,13,0,0,15,0,0,0,4,75,85.0,227.0,807.0,2470.965,4371.731291118266,1015.98,1.0,4.0,0.0,0.0,21.0,5.0,478.0,5,62.87,,29.13,,,15.56,,,100.0,100.0,100.0,100.0
Everton,Kiernan Dewsbury-Hall,303,20,191,167,185,72,54,65,118,49,10,1,21,4,10,4,2,97,80,85,15,38,106,13,11,8,18,4,5,9,11,7,3,1,1,1,0,1,0,0,0,16,6,4,1,48,25,52,26,0,11,1,3,26,6,22,29,18,3,1,8,51,68.0,153.0,371.0,293.37,2121.8026579826155,4923.66,1.0,1.0,7.0,1.0,7.0,13.0,466.0,5,87.43,10.0,40.0,44.44,19.05,82.47,5.56,5.56,37.5,25.0,52.08,50.0
Everton,Merlin Röhl,160,1,88,71,87,32,25,31,37,34,7,1,7,1,7,6,0,27,23,26,5,8,62,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,3,17,9,26,12,0,5,0,7,13,6,16,20,8,2,3,4,25,56.0,181.0,426.0,219.24,2397.8514383249503,2806.86,0.0,0.0,2.0,0.0,10.0,2.0,256.0,3,80.68,14.29,85.71,,14.29,85.19,,,0.0,33.33,52.94,46.15
Everton,Thierno Barry,146,26,72,55,72,14,21,37,41,14,2,1,2,1,1,0,0,31,19,28,3,0,44,0,4,2,17,5,6,6,16,1,5,0,2,2,0,2,0,0,0,8,4,48,17,22,10,70,27,0,1,2,4,11,3,10,15,10,1,3,5,45,19.0,36.0,97.0,132.93,505.7251958187851,1294.755,1.0,0.0,0.0,0.0,1.0,3.0,434.0,5,76.39,50.0,0.0,45.45,50.0,61.29,11.76,11.76,50.0,35.42,45.45,38.57
Everton,Tim Iroegbunam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.0,3.0,5.0,25.724999999999998,38.106753765068085,78.12,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1,,,,,,,,,,,0.0,0.0
Everton,Tyler Dibling,9,3,3,3,3,0,1,2,3,0,1,1,1,1,1,1,0,1,1,1,0,0,2,0,2,1,3,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1,100.0,100.0,100.0,50.0,100.0,100.0,0.0,0.0,,,0.0,0.0
Everton,Tyrique George,175,18,104,91,104,23,38,43,66,25,9,1,9,1,4,3,0,42,34,41,3,10,63,0,6,4,10,2,3,5,5,5,1,1,1,1,0,1,0,0,0,16,9,2,2,31,15,33,17,0,1,3,2,12,3,10,14,6,2,1,5,36,15.0,17.0,45.0,84.73500000000001,271.237444436832,1033.2,0.0,1.0,0.0,0.0,2.0,5.0,324.0,5,87.5,11.11,75.0,40.0,11.11,80.95,10.0,10.0,56.25,100.0,48.39,51.52
Everton,Vitalii Mykolenko,344,5,216,177,212,104,56,56,74,103,11,1,11,1,23,5,0,57,40,31,18,22,185,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,2,17,10,32,19,49,29,0,14,7,15,30,2,32,45,16,6,3,3,48,121.0,451.0,1148.0,733.6350000000001,6185.349981622496,6018.285,3.0,2.0,0.0,0.0,19.0,8.0,478.0,5,81.94,9.09,21.74,,9.09,70.18,0.0,0.0,40.0,58.82,59.38,59.18
Fulham,Alex Iwobi,359,10,298,273,294,122,81,95,150,123,4,1,16,7,24,20,3,89,77,67,24,52,231,10,10,9,6,1,0,5,5,1,1,0,0,0,0,0,0,0,0,8,1,1,0,22,8,23,8,0,5,3,2,19,0,13,21,7,3,2,2,43,60.0,193.0,456.0,350.385,2964.853504838726,3578.8199999999997,1.0,0.0,0.0,0.0,7.0,8.0,416.0,5,91.61,25.0,83.33,100.0,43.75,86.52,0.0,0.0,12.5,0.0,36.36,34.78
Fulham,Antonee Robinson,340,6,219,180,219,77,76,66,97,83,18,4,18,4,16,10,0,69,55,70,11,23,149,0,7,4,4,0,3,1,1,3,0,0,0,0,0,0,0,0,0,8,4,9,2,38,21,47,23,0,13,3,14,20,1,29,34,7,8,4,4,49,104.0,419.0,1047.0,600.2850000000001,6501.726589311395,5180.385,4.0,0.0,1.0,0.0,11.0,4.0,440.0,5,82.19,22.22,62.5,0.0,22.22,79.71,0.0,0.0,50.0,22.22,55.26,48.94
Fulham,Bernd Leno,260,0,214,154,157,153,0,61,0,154,0,0,0,0,74,15,0,27,8,0,8,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,4,9,0,0,13,0,0,0,0,60,89.0,374.0,1203.0,2557.3799999999997,6667.157732896553,765.5550000000001,3.0,1.0,0.0,0.0,7.0,8.0,469.0,5,71.96,,20.27,,,29.63,,,,100.0,,100.0
Fulham,Calvin Bassey,420,4,352,317,338,188,57,107,105,212,0,0,0,0,41,24,1,64,47,21,33,40,331,0,0,0,3,2,0,1,2,1,2,0,0,0,0,0,0,0,0,10,4,7,2,27,17,34,19,0,6,4,17,22,3,17,39,11,1,3,7,45,60.0,287.0,824.0,885.675,4892.815731062168,2139.69,1.0,4.0,2.0,1.0,11.0,5.0,469.0,5,90.06,,58.54,100.0,,73.44,0.0,0.0,40.0,28.57,62.96,55.88
Fulham,César Palacios,146,10,97,85,96,21,43,33,54,31,1,0,2,0,3,2,0,19,15,22,7,4,75,0,2,1,8,2,4,2,6,2,2,0,1,1,0,1,0,0,0,8,5,5,2,18,8,23,10,0,3,1,5,10,7,17,15,14,0,6,0,25,28.0,107.0,356.0,-51.76500000000002,1499.0033391154602,1716.4350000000002,0.0,0.0,1.0,0.0,2.0,3.0,230.0,4,87.63,0.0,66.67,33.33,0.0,78.95,12.5,12.5,62.5,40.0,44.44,43.48
Fulham,David Affengruber,137,0,110,95,108,55,21,34,16,79,0,0,0,0,14,2,1,12,7,2,6,8,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,7,4,9,4,0,3,2,16,7,0,8,23,4,2,1,0,15,20.0,82.0,259.0,17.114999999999995,1201.1959321455988,713.5799999999999,1.0,0.0,0.0,0.0,6.0,0.0,187.0,2,86.36,,14.29,,,58.33,,,100.0,0.0,57.14,44.44
Fulham,Emile Smith Rowe,36,3,27,23,27,10,7,10,19,4,0,0,0,0,1,0,0,15,14,14,3,5,13,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,5,0,0,0,1,0,2,0,1,2,0,0,0,0,6,9.0,16.0,34.0,35.17499999999999,167.95512613581397,525.0,0.0,0.0,1.0,1.0,2.0,2.0,53.0,3,85.19,,0.0,,,93.33,0.0,0.0,0.0,0.0,0.0,0.0
Fulham,Gonzalo García,163,27,90,66,89,24,27,39,42,24,3,0,3,0,0,0,1,33,24,27,3,9,63,0,3,3,15,1,5,9,13,2,1,0,1,1,0,1,0,0,0,9,4,35,16,29,9,64,25,0,2,1,5,9,2,16,14,14,4,7,3,47,29.0,118.0,325.0,59.640000000000015,1855.9073344019685,1774.29,0.0,0.0,0.0,0.0,5.0,4.0,437.0,5,73.33,0.0,,16.67,0.0,72.73,6.67,6.67,44.44,45.71,31.03,39.06
Fulham,Hugo Larsson,32,3,26,19,26,15,5,6,12,7,0,0,0,0,1,1,0,12,7,7,3,7,19,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,0,2,3,0,2,5,1,1,0,0,7,11.0,32.0,85.0,32.02499999999998,434.05502027234866,646.905,1.0,0.0,0.0,0.0,1.0,0.0,51.0,3,73.08,,100.0,,,58.33,0.0,0.0,,,50.0,50.0
Fulham,Joachim Andersen,233,4,201,178,193,89,39,73,52,126,0,0,0,0,23,12,0,41,25,13,17,14,188,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,8,4,20,12,0,2,2,15,9,4,11,24,7,0,3,2,25,35.0,132.0,366.0,600.2850000000001,2257.1197957272293,1435.98,2.0,0.0,1.0,1.0,4.0,2.0,202.0,3,88.56,,52.17,,,60.98,,,,66.67,50.0,60.0
Fulham,Jorge Cuenca,99,0,87,77,85,45,7,35,15,62,0,0,0,0,11,6,0,9,6,0,6,4,87,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,4,3,0,1,1,5,3,0,2,8,0,0,0,0,10,15.0,46.0,110.0,128.94,613.869999144525,305.97,0.0,0.0,0.0,0.0,10.0,0.0,94.0,1,88.51,,54.55,,,66.67,,,,66.67,100.0,75.0
Fulham,Josh King,236,37,162,137,162,35,67,60,92,45,4,0,4,0,6,2,0,61,46,67,5,17,95,0,4,4,14,7,4,3,11,3,5,2,2,2,0,2,0,0,0,18,7,3,1,42,20,45,21,0,7,1,3,16,2,17,19,15,2,5,6,49,42.0,155.0,368.0,37.799999999999976,2166.316945396408,2615.76,1.0,0.0,3.0,0.0,4.0,6.0,437.0,5,84.57,0.0,33.33,63.64,0.0,75.41,14.29,14.29,38.89,33.33,47.62,46.67
Fulham,Kenny Tete,14,1,7,5,7,3,1,3,1,4,0,0,0,0,0,0,0,2,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,0,2,3,1,0,2,0,2,5.0,24.0,66.0,70.56,407.4960925133594,213.04500000000002,0.0,1.0,0.0,0.0,0.0,1.0,32.0,1,71.43,,,,,50.0,,,,,0.0,0.0
Fulham,Kevin,47,1,25,21,25,7,9,9,13,8,1,0,5,0,1,0,1,11,9,11,0,4,14,4,0,0,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,6,2,0,0,16,5,16,5,0,3,1,0,4,1,11,4,6,3,3,0,11,12.0,22.0,48.0,8.504999999999995,326.12971314615527,762.405,0.0,0.0,1.0,0.0,4.0,0.0,80.0,4,84.0,0.0,0.0,50.0,0.0,81.82,0.0,0.0,33.33,,31.25,31.25
Fulham,Oscar Bobb,192,20,114,97,113,33,41,40,73,24,3,1,14,5,2,0,1,55,42,56,7,18,58,12,8,7,4,1,2,1,4,0,1,0,0,0,0,0,0,0,0,14,3,4,1,38,16,42,17,0,8,5,2,15,4,22,17,12,3,2,5,41,43.0,92.0,194.0,146.57999999999998,1213.0977080314096,3298.47,1.0,1.0,3.0,0.0,5.0,8.0,343.0,5,85.09,33.33,0.0,33.33,35.71,76.36,0.0,0.0,21.43,25.0,42.11,40.48
Fulham,Rodrigo Muniz,25,6,10,6,10,2,2,6,5,1,0,0,0,0,0,0,0,6,4,5,1,0,5,0,1,1,3,2,1,0,2,1,1,1,0,0,0,0,0,0,0,1,0,12,7,3,1,15,8,0,0,0,3,0,0,1,3,1,0,1,1,9,2.0,0.0,0.0,0.0,0.0,112.98000000000002,0.0,0.0,0.0,0.0,0.0,1.0,57.0,4,60.0,,,66.67,,66.67,0.0,0.0,0.0,58.33,33.33,53.33
Fulham,Ryan Sessegnon,74,6,40,31,39,16,12,12,21,10,6,2,8,2,4,0,1,17,14,16,1,5,24,2,1,1,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,7,4,2,1,11,5,13,6,0,1,2,0,3,0,4,3,1,1,0,0,16,24.0,90.0,260.0,149.93999999999997,1536.654176282047,1526.385,0.0,0.0,0.0,0.0,2.0,1.0,65.0,3,77.5,33.33,0.0,50.0,25.0,82.35,0.0,0.0,57.14,50.0,45.45,46.15
Fulham,Sander Berge,274,6,243,222,239,80,73,90,88,134,1,0,1,0,9,4,1,43,34,29,13,16,214,0,6,4,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,7,2,13,5,20,7,0,4,1,4,8,1,10,12,8,3,1,1,30,42.0,206.0,604.0,246.75,3167.208438365226,2005.5,4.0,0.0,0.0,0.0,6.0,3.0,358.0,5,91.36,0.0,44.44,100.0,0.0,79.07,0.0,0.0,,28.57,38.46,35.0
Fulham,Shea Charles,259,5,200,180,198,73,49,78,92,88,2,0,2,0,8,2,0,48,43,39,14,26,161,0,3,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5,3,6,3,19,10,25,13,0,4,9,8,19,2,21,27,14,5,1,3,27,47.0,154.0,384.0,574.665,2381.9950815502743,2373.21,0.0,2.0,2.0,2.0,9.0,8.0,320.0,5,90.0,0.0,25.0,0.0,0.0,89.58,0.0,0.0,60.0,50.0,52.63,52.0
